Scheme Name,AMC Name,Fund Type,Category,Sub Category,Risk Level,Fund Rating,Return 1Y (%),Return 3Y (%),Return 5Y (%),Expense Ratio (%),NAV (₹),AUM (Cr),Fund Age (Years),Min SIP (₹),Min Lumpsum (₹),Fund Manager,Investment Strategy,Norm_Return_1Y,Norm_Return_3Y,Norm_Return_5Y,Norm_Expense_Ratio,Norm_Fund_Age,Norm_AUM,Score,Rank
PGIM India Discovery Small Cap Fund - Direct Plan - IDCW,PGIM India Mutual Fund,Equity,Small Cap,Discovery,Very High,3,28.21,18.41,14.39,2.13,482.69,22.09,22.0,500,25000,Nimesh Chandan,Income,0.5992766726943942,0.38127962085308054,0.32097775996794226,0.8493723849372384,0.728813559322034,7.44810337967491e-05,38.47,1683
Parag Parikh Money Market Short Duration Scheme - Direct Plan - Growth,Parag Parikh Mutual Fund,Debt,Short Duration,Money Market,Low to Moderate,2,6.74,5.69,4.34,0.76,51.48,476.79,20.4,500,10000,Ajay Tyagi,Growth,0.21103074141048825,0.07985781990521329,0.11961530755359645,0.27615062761506276,0.6745762711864407,0.001893306279091154,38.44,1684
Bank of India Equity Arbitrage Arbitrage Fund - Direct Plan - IDCW,Bank of India Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,3,6.61,5.22,5.77,0.46,657.46,523.57,0.8,500,1000,Prashant Jain,Blend,0.20867992766726945,0.06872037914691942,0.1482668803846924,0.1506276150627615,0.010169491525423732,0.0020804288763528037,38.44,1685
Baroda BNP Paribas Equity Arbitrage Arbitrage Fund - Direct Plan - IDCW,Baroda BNP Paribas Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,1,11.56,5.09,3.84,0.64,48.05,2131.33,13.1,1500,500,Shreyash Devalkar,Income,0.29819168173598554,0.06563981042654027,0.10959727509517128,0.22594142259414224,0.4271186440677966,0.00851155814042699,38.42,1686
Mahindra Manulife Gift Children's Fund Scheme - Regular Plan - Growth,Mahindra Manulife Mutual Fund,Solution Oriented,Children's Fund,Gift,Moderately High,2,4.29,11.08,15.66,0.88,501.62,4293.87,20.2,2500,25000,Swarup Mohanty,Active,0.16672694394213383,0.2075829383886256,0.3464235624123421,0.3263598326359832,0.6677966101694915,0.017161838206314305,38.41,1687
HSBC Bluechip Large Cap Fund - Direct Plan - Growth,HSBC Mutual Fund,Equity,Large Cap,Bluechip,Moderately High,4,17.8,12.7,17.71,1.54,8.47,7748.56,9.6,2000,10000,Rajeev Thakkar,Blend,0.4110307414104883,0.2459715639810426,0.38749749549188534,0.602510460251046,0.3084745762711864,0.030980790013365386,38.4,1688
Franklin Templeton Balanced Dynamic Asset Allocation Scheme - Direct Plan - Growth,Franklin Templeton Mutual Fund,Hybrid,Dynamic Asset Allocation,Balanced,Moderately High,3,13.16,11.13,13.41,1.35,380.64,106.75,19.4,2000,5000,Niket Shah,Passive,0.327124773960217,0.20876777251184833,0.30134241634942893,0.5230125523012552,0.6406779661016949,0.00041312573418519053,38.39,1689
Baroda BNP Paribas Low Duration Short Duration Scheme - Regular Plan - IDCW,Baroda BNP Paribas Mutual Fund,Debt,Short Duration,Low Duration,Low to Moderate,3,6.82,7.06,3.55,0.59,144.53,1696.67,5.1,500,25000,Shreyash Devalkar,GARP,0.21247739602169982,0.11232227488151658,0.1037868162692847,0.20502092050209203,0.1559322033898305,0.006772894007768828,38.37,1690
SBI Value Thematic Scheme - Regular Plan - Growth,SBI Mutual Fund,Equity,Thematic,Value,Moderately High,4,13.95,16.92,15.66,1.52,611.92,3565.15,1.4,500,5000,Sailesh Raj Bhan,Growth,0.3414104882459313,0.3459715639810427,0.3464235624123421,0.5941422594142259,0.03050847457627118,0.014246917747218334,38.35,1691
UTI Multi Asset Dynamic Asset Allocation Plan - Regular Plan - IDCW,UTI Mutual Fund,Hybrid,Dynamic Asset Allocation,Multi Asset,Moderate,3,12.18,6.75,1.79,0.75,594.8,408.64,11.1,1000,10000,S. Nagnath,Passive,0.30940325497287524,0.10497630331753555,0.06852334201562812,0.2719665271966527,0.3593220338983051,0.0016207024953506354,38.34,1692
Union Equity Arbitrage Arbitrage Scheme - Regular Plan - IDCW,Union Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,2,-0.48,5.71,5.05,0.57,444.35,362.09,16.0,2000,5000,Kalpen Parekh,Blend,0.08047016274864376,0.08033175355450237,0.1338409136445602,0.19665271966527192,0.5254237288135594,0.0014344999108587627,38.32,1693
Quant Education Children's Fund Scheme - Direct Plan - IDCW,Quant Mutual Fund,Solution Oriented,Children's Fund,Education,Moderate,4,13.14,12.36,12.335,1.18,57.46,2827.44,1.5,1000,25000,Pranav Gokhale,Growth,0.3267631103074141,0.23791469194312795,0.27980364656381485,0.4518828451882845,0.03389830508474577,0.011296036788990632,38.3,1694
SBI Banking & PSU Medium Duration Fund - Regular Plan - IDCW,SBI Mutual Fund,Debt,Medium Duration,Banking & PSU,Moderate,4,12.19,6.11,6.52,0.93,39.81,4015.99,12.2,500,1000,Prashant Jain,Index,0.3095840867992767,0.08981042654028437,0.16329392907233015,0.3472803347280335,0.3966101694915254,0.01605030277820256,38.3,1695
Axis Tax Saver ELSS Fund - Regular Plan - IDCW,Axis Mutual Fund,Equity,ELSS,Tax Saver,Moderately High,5,20.51,13.48,16.57,1.73,162.59,152.71,4.7,1000,10000,Rahul Baijal,Passive,0.46003616636528033,0.2644549763033175,0.36465638148667595,0.6820083682008368,0.1423728813559322,0.0005969682859198087,38.3,1696
Aditya Birla Sun Life Equity Arbitrage Arbitrage Fund - Regular Plan - Growth,Aditya Birla Sun Life Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,2,5.98,4.33,1.78,0.51,236.65,1140.4,11.0,2500,5000,Kalpen Parekh,Passive,0.1972875226039783,0.0476303317535545,0.06832298136645962,0.17154811715481172,0.3559322033898305,0.004547783123229751,38.29,1697
Kotak Mahindra 10Y Gilt Long Duration Fund - Direct Plan - IDCW,Kotak Mahindra Mutual Fund,Debt,Long Duration,10Y Gilt,Moderate,3,10.23,9.4,6.95,0.69,416.92,1600.07,3.7,500,5000,Swarup Mohanty,Income,0.2741410488245931,0.16777251184834124,0.1719094369865758,0.24686192468619245,0.10847457627118644,0.006386488644462385,38.28,1698
Canara Robeco Energy Sectoral Fund - Direct Plan - IDCW,Canara Robeco Mutual Fund,Equity,Sectoral,Energy,Very High,3,22.2,12.2,12.28,0.91,612.45,537.84,7.6,500,10000,Sailesh Raj Bhan,Income,0.4905967450271248,0.23412322274881517,0.27870166299338806,0.3389121338912134,0.2406779661016949,0.0021375096686342006,38.26,1699
Kotak Mahindra Discovery Mid Cap Plan - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Equity,Mid Cap,Discovery,Moderately High,4,19.66,14.73,12.34,1.68,223.05,1128.34,6.3,1000,5000,Nimesh Chandan,Growth,0.44466546112115735,0.2940758293838862,0.2799038268883991,0.6610878661087866,0.1966101694915254,0.004499542453649257,38.26,1700
Sundaram Dynamic Bond Long Duration Fund - Regular Plan - IDCW,Sundaram Mutual Fund,Debt,Long Duration,Dynamic Bond,Moderately High,2,13.56,8.57,6.99,0.69,679.99,859.9,11.2,1000,5000,Taher Badshah,Growth,0.33435804701627486,0.1481042654028436,0.17271087958324982,0.24686192468619245,0.3627118644067796,0.0034257675496535893,38.22,1701
Parag Parikh Flexi Cap Multi Cap Scheme - Regular Plan - IDCW,Parag Parikh Mutual Fund,Equity,Multi Cap,Flexi Cap,High,2,6.15,11.0,6.55,0.72,15.29,876.39,19.0,2500,25000,Neelesh Surana,Passive,0.2003616636528029,0.20568720379146918,0.16389501101983567,0.25941422594142255,0.6271186440677966,0.003491728465191097,38.16,1702
UTI Money Market Short Duration Fund - Direct Plan - IDCW,UTI Mutual Fund,Debt,Short Duration,Money Market,Low to Moderate,3,7.19,4.05,2.81,0.77,655.84,7199.58,17.8,2500,1000,Neelesh Surana,Passive,0.21916817359855334,0.04099526066350711,0.08896012823081545,0.2803347280334728,0.5864406779661018,0.028784839533572727,38.15,1703
Mirae Asset Corporate Bond Medium Duration Fund - Direct Plan - IDCW,Mirae Asset Mutual Fund,Debt,Medium Duration,Corporate Bond,Low to Moderate,3,5.35,6.07,5.78,0.79,752.99,715.33,15.1,500,500,Shreyash Devalkar,Blend,0.18589511754068716,0.08886255924170616,0.14846724103386094,0.28870292887029286,0.49491525423728816,0.0028474795230157795,38.14,1704
Baroda BNP Paribas Senior Citizen Retirement Plan - Direct Plan - Growth,Baroda BNP Paribas Mutual Fund,Solution Oriented,Retirement,Senior Citizen,Moderate,2,8.19,8.29,12.13,0.49,52.26,2873.14,8.2,500,5000,Nimesh Chandan,Passive,0.23725135623869797,0.1414691943127962,0.2756962532558605,0.1631799163179916,0.2610169491525423,0.01147883932628985,38.11,1705
L&T Regular Savings Conservative Hybrid Fund - Regular Plan - Growth,L&T Mutual Fund,Hybrid,Conservative Hybrid,Regular Savings,Low to Moderate,4,4.04,7.91,11.58,1.1,362.88,365.24,14.9,2000,5000,Shreyash Devalkar,Active,0.16220614828209765,0.13246445497630333,0.2646764175515928,0.4184100418410042,0.488135593220339,0.0014471000857491903,38.08,1706
DSP High Yield Credit Risk Plan - Regular Plan - Growth,DSP Mutual Fund,Debt,Credit Risk,High Yield,Moderately High,4,9.0,10.74,9.94,1.47,558.13,4671.28,21.7,1000,1000,Nimesh Chandan,Growth,0.2518987341772152,0.19952606635071088,0.2318172710879583,0.5732217573221757,0.7186440677966102,0.018671499160408344,38.08,1707
Bandhan High Yield Credit Risk Fund - Regular Plan - Growth,Bandhan Mutual Fund,Debt,Credit Risk,High Yield,Moderate,4,7.42,7.09,8.64,0.92,573.61,1045.16,13.8,500,10000,Neelesh Surana,Value,0.22332730560578662,0.11303317535545024,0.20577038669605285,0.34309623430962344,0.45084745762711864,0.004166817835431556,38.05,1708
SBI Corporate Bond Medium Duration Plan - Regular Plan - Growth,SBI Mutual Fund,Debt,Medium Duration,Corporate Bond,Moderate,2,13.87,7.17,11.17,0.61,225.33,104.38,9.0,1000,10000,Ajay Tyagi,Income,0.3399638336347197,0.11492890995260663,0.2564616309356842,0.21338912133891214,0.288135593220339,0.00040364560260096414,38.05,1709
Mirae Asset Equity Arbitrage Arbitrage Fund - Direct Plan - IDCW,Mirae Asset Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,1,11.77,5.18,7.62,0.52,83.45,240.67,8.1,500,25000,Ashish Kela,Income,0.3019891500904159,0.06777251184834124,0.18533360048086556,0.17573221757322174,0.2576271186440678,0.0009488131695267931,38.04,1710
Aditya Birla Sun Life Income Conservative Hybrid Fund - Regular Plan - IDCW,Aditya Birla Sun Life Mutual Fund,Hybrid,Conservative Hybrid,Income,Low to Moderate,4,3.84,6.29,7.92,0.88,592.95,254.03,12.7,1500,10000,Anish Tawakley,Growth,0.1585895117540687,0.09407582938388626,0.1913444199559206,0.3263598326359832,0.4135593220338983,0.0010022539112842887,38.02,1711
UTI Corporate Bond Medium Duration Fund - Regular Plan - IDCW,UTI Mutual Fund,Debt,Medium Duration,Corporate Bond,Low to Moderate,1,5.28,5.7,7.18,0.32,19.81,623.92,13.2,1000,1000,Divam Sharma,Value,0.18462929475587703,0.08009478672985784,0.1765177319174514,0.09205020920502091,0.43050847457627117,0.002481834447862136,38.01,1712
SBI Regular Savings Conservative Hybrid Scheme - Direct Plan - IDCW,SBI Mutual Fund,Hybrid,Conservative Hybrid,Regular Savings,Low to Moderate,2,-1.3,6.61,8.12,0.54,712.97,1077.07,18.5,500,1000,Anish Tawakley,Blend,0.06564195298372513,0.10165876777251187,0.1953516329392907,0.18410041841004185,0.6101694915254238,0.004294459607099346,38.0,1713
Axis Balanced Dynamic Asset Allocation Scheme - Regular Plan - Growth,Axis Mutual Fund,Hybrid,Dynamic Asset Allocation,Balanced,Moderate,3,19.92,14.64,11.65,1.64,263.18,1414.51,7.3,2000,10000,Atul Kumar,GARP,0.449367088607595,0.29194312796208527,0.2660789420957724,0.6443514644351463,0.23050847457627116,0.005644238342028187,37.99,1714
HDFC Balanced Dynamic Asset Allocation Plan - Regular Plan - Growth,HDFC Mutual Fund,Hybrid,Dynamic Asset Allocation,Balanced,Moderately High,3,11.12,10.25,11.4,0.85,459.64,1195.87,7.5,5000,500,S. Nagnath,Blend,0.29023508137432186,0.18791469194312796,0.26106992586655975,0.3138075313807531,0.23728813559322032,0.004769666202966896,37.97,1715
PGIM India Banking & PSU Medium Duration Scheme - Direct Plan - Growth,PGIM India Mutual Fund,Debt,Medium Duration,Banking & PSU,Low to Moderate,2,-1.83,6.01,8.24,0.67,670.21,206.86,24.7,2000,1000,Ashish Kela,Active,0.056057866184448454,0.08744075829383885,0.19775596072931273,0.2384937238493724,0.8203389830508475,0.0008135712923695382,37.96,1716
Parag Parikh Emerging Small Cap Fund - Regular Plan - IDCW,Parag Parikh Mutual Fund,Equity,Small Cap,Emerging,High,4,18.57,16.07,12.27,1.99,625.13,2681.47,18.3,500,5000,Vinay Sharma,Value,0.42495479204339964,0.3258293838862559,0.27850130234421955,0.7907949790794979,0.6033898305084746,0.010712148684623743,37.94,1717
HDFC Tax Advantage ELSS Scheme - Direct Plan - Growth,HDFC Mutual Fund,Equity,ELSS,Tax Advantage,High,5,10.2,13.29,17.91,1.37,790.18,370.83,10.1,500,5000,Shreyash Devalkar,Blend,0.2735985533453888,0.259952606635071,0.39150470847525537,0.5313807531380753,0.3254237288135593,0.0014694603961102981,37.94,1718
Invesco Overnight Liquid Fund - Regular Plan - Growth,Invesco Mutual Fund,Debt,Liquid,Overnight,Low,2,-0.82,5.22,8.24,0.41,25.1,527.71,11.8,2000,1000,Amit Ganatra,Growth,0.07432188065099457,0.06872037914691942,0.19775596072931273,0.12970711297071127,0.38305084745762713,0.0020969891062087944,37.92,1719
Baroda BNP Paribas Education Children's Fund Plan - Regular Plan - Growth,Baroda BNP Paribas Mutual Fund,Solution Oriented,Children's Fund,Education,Moderately High,2,11.03,7.06,11.09,0.55,84.13,1032.25,13.0,5000,1000,Anish Tawakley,Growth,0.28860759493670884,0.11232227488151658,0.25485874574233613,0.1882845188284519,0.423728813559322,0.004115177118658407,37.9,1720
Aditya Birla Sun Life Bluechip Large Cap Fund - Regular Plan - IDCW,Aditya Birla Sun Life Mutual Fund,Equity,Large Cap,Bluechip,Moderate,4,7.58,13.48,16.67,1.79,269.0,10068.65,21.7,1000,500,Niket Shah,Active,0.22622061482820977,0.2644549763033175,0.366659987978361,0.7071129707112971,0.7186440677966102,0.04026127882655012,37.89,1721
Bandhan Tax Advantage ELSS Fund - Direct Plan - Growth,Bandhan Mutual Fund,Equity,ELSS,Tax Advantage,High,3,20.99,17.9,20.23,1.99,235.71,2533.87,16.4,500,1000,Nimesh Chandan,Income,0.4687160940325497,0.36919431279620846,0.43798837908234817,0.7907949790794979,0.5389830508474576,0.010121740489757999,37.89,1722
IDFC Income Conservative Hybrid Plan - Direct Plan - Growth,IDFC Mutual Fund,Hybrid,Conservative Hybrid,Income,Moderate,4,11.65,9.18,13.07,0.99,508.85,2196.84,5.1,1000,5000,Shreyash Devalkar,Index,0.29981916817359855,0.16255924170616112,0.2945301542776998,0.3723849372384937,0.1559322033898305,0.008773601777592675,37.87,1723
Kotak Mahindra Balanced Advantage Aggressive Hybrid Plan - Regular Plan - Growth,Kotak Mahindra Mutual Fund,Hybrid,Aggressive Hybrid,Balanced Advantage,High,3,13.92,13.68,14.655000000000001,1.23,137.51,6368.34,12.0,2500,10000,Roshi Jain,Blend,0.34086799276672697,0.2691943127962085,0.3262873171709076,0.4728033472803347,0.3898305084745763,0.02545983338248735,37.87,1724
Edelweiss Equity Arbitrage Arbitrage Plan - Direct Plan - IDCW,Edelweiss Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,3,2.56,7.57,8.77,0.93,375.28,942.9,11.6,500,5000,S. Nagnath,GARP,0.13544303797468354,0.12440758293838863,0.2083750751352434,0.3472803347280335,0.3762711864406779,0.0037577721578775512,37.86,1725
Bank of India Overnight Liquid Plan - Direct Plan - Growth,Bank of India Mutual Fund,Debt,Liquid,Overnight,Low,1,6.09,4.6,4.51,0.22,450.78,389.75,6.0,5000,10000,Rohit Singhania,Passive,0.1992766726943942,0.05402843601895734,0.123021438589461,0.050209205020920494,0.1864406779661017,0.0015451414465632784,37.84,1726
Quant Tax Advantage ELSS Scheme - Direct Plan - IDCW,Quant Mutual Fund,Equity,ELSS,Tax Advantage,Moderately High,3,4.81,11.34,8.74,0.65,555.99,1242.67,4.7,500,5000,Chandraprakash Padiyar,GARP,0.17613019891500903,0.2137440758293839,0.20777399318773793,0.2301255230125523,0.1423728813559322,0.004956868801338963,37.84,1727
Mirae Asset IT Sectoral Plan - Regular Plan - Growth,Mirae Asset Mutual Fund,Equity,Sectoral,IT,High,4,7.74,9.17,5.35,0.83,361.09,584.17,13.2,2500,10000,R. Srinivasan,Growth,0.2291139240506329,0.1623222748815166,0.1398517331196153,0.305439330543933,0.43050847457627117,0.002322832240911504,37.83,1728
UTI Gift Children's Fund Plan - Regular Plan - Growth,UTI Mutual Fund,Solution Oriented,Children's Fund,Gift,Moderately High,5,6.47,12.87,13.76,1.26,81.92,797.62,5.6,100,1000,Sankaran Naren,GARP,0.20614828209764918,0.24999999999999997,0.3083550390703265,0.4853556485355648,0.17288135593220336,0.0031766440918199945,37.8,1729
UTI Corporate Bond Medium Duration Scheme - Direct Plan - Growth,UTI Mutual Fund,Debt,Medium Duration,Corporate Bond,Low to Moderate,2,7.53,6.09,4.7,0.36,734.51,471.68,4.5,1000,5000,Manish Gunwani,Blend,0.2253164556962025,0.08933649289099527,0.12682829092366257,0.10878661087866107,0.13559322033898305,0.001872865995380016,37.79,1730
Invesco Banking & PSU Medium Duration Scheme - Direct Plan - Growth,Invesco Mutual Fund,Debt,Medium Duration,Banking & PSU,Moderate,2,7.39,5.87,3.52,0.76,653.43,286.4,23.5,1000,500,Dhaval Gada,Passive,0.22278481012658224,0.08412322274881517,0.10318573432177919,0.27615062761506276,0.7796610169491526,0.0011317357084916339,37.78,1731
Franklin Templeton Senior Citizen Retirement Fund - Direct Plan - Growth,Franklin Templeton Mutual Fund,Solution Oriented,Retirement,Senior Citizen,Moderately High,2,5.44,7.57,8.76,0.58,774.67,149.0,18.2,500,5000,Ajay Tyagi,Active,0.18752260397830017,0.12440758293838863,0.20817471448607489,0.20083682008368198,0.6,0.0005821280799377496,37.77,1732
IDFC Flexi Cap Multi Cap Fund - Direct Plan - IDCW,IDFC Mutual Fund,Equity,Multi Cap,Flexi Cap,Moderate,5,17.41,13.44,11.06,1.81,714.32,296.05,6.3,2500,500,Ashish Kela,Active,0.40397830018083186,0.2635071090047393,0.25425766379483067,0.7154811715481172,0.1966101694915254,0.0011703362442670704,37.77,1733
Bank of India Tax Saver ELSS Scheme - Direct Plan - IDCW,Bank of India Mutual Fund,Equity,ELSS,Tax Saver,Moderately High,2,7.13,8.86,11.88,1.01,359.79,1280.69,25.9,5000,500,Vinay Sharma,GARP,0.21808318264014465,0.15497630331753554,0.27068723702664793,0.3807531380753138,0.8610169491525423,0.005108950912238662,37.73,1734
Parag Parikh Banking & PSU Medium Duration Plan - Direct Plan - Growth,Parag Parikh Mutual Fund,Debt,Medium Duration,Banking & PSU,Low to Moderate,2,7.75,6.98,9.99,0.34,675.03,207.64,1.0,2000,10000,Vetri Subramaniam,Blend,0.22929475587703435,0.11042654028436019,0.23281907433380084,0.10041841004184102,0.01694915254237288,0.0008166913356757392,37.72,1735
SBI Growth Mid Cap Plan - Direct Plan - Growth,SBI Mutual Fund,Equity,Mid Cap,Growth,High,3,14.94,11.32,7.53,0.88,429.72,22536.98,5.4,2000,10000,Gopal Agrawal,Active,0.35931283905967454,0.2132701421800948,0.183530354638349,0.3263598326359832,0.16610169491525423,0.09013529107784016,37.72,1736
Kotak Mahindra 10Y Gilt Long Duration Plan - Regular Plan - Growth,Kotak Mahindra Mutual Fund,Debt,Long Duration,10Y Gilt,Moderately High,3,11.34,6.78,10.0,0.8,150.4,9970.42,14.3,5000,10000,Niket Shah,Growth,0.2942133815551537,0.1056872037914692,0.2330194349829693,0.2928870292887029,0.46779661016949153,0.039868353372744816,37.72,1737
Franklin Templeton Bluechip Large Cap Plan - Regular Plan - IDCW,Franklin Templeton Mutual Fund,Equity,Large Cap,Bluechip,Moderately High,3,13.36,10.61,12.9,1.16,171.8,56.41,13.1,2000,25000,S. Nagnath,Value,0.3307414104882459,0.19644549763033173,0.29112402324183523,0.44351464435146437,0.4271186440677966,0.00021176293926959707,37.71,1738
Union Gilt Long Duration Fund - Regular Plan - IDCW,Union Mutual Fund,Debt,Long Duration,Gilt,Moderately High,3,2.33,6.24,2.3,0.62,335.23,662.23,20.4,100,25000,Gopal Agrawal,Growth,0.13128390596745027,0.09289099526066352,0.07874173512322177,0.2175732217573222,0.6745762711864407,0.0026350765748628592,37.71,1739
HDFC Corporate Credit Risk Scheme - Direct Plan - Growth,HDFC Mutual Fund,Debt,Credit Risk,Corporate,Moderately High,3,4.45,8.74,10.93,1.05,361.85,538.71,24.4,500,10000,Roshi Jain,Active,0.16962025316455698,0.15213270142180096,0.25165297535564013,0.39748953974895396,0.8101694915254237,0.002140989716937271,37.7,1740
HDFC Domestic Fund of Funds Scheme - Direct Plan - Growth,HDFC Mutual Fund,Other,Fund of Funds,Domestic,High,2,10.66,7.12,12.045,0.57,404.79,6728.14,18.9,2500,5000,Rohit Singhania,Index,0.28191681735985535,0.1137440758293839,0.27399318773792825,0.19665271966527192,0.6237288135593221,0.02689905335886062,37.69,1741
HDFC Corporate Credit Risk Scheme - Direct Plan - IDCW,HDFC Mutual Fund,Debt,Credit Risk,Corporate,Moderate,2,10.69,9.31,9.23,0.69,375.44,1329.99,7.8,500,5000,Prashant Jain,Index,0.2824593128390597,0.1656398104265403,0.21759166499699456,0.24686192468619245,0.24745762711864405,0.005306153649412654,37.65,1742
Tata Opportunities Mid Cap Fund - Direct Plan - IDCW,Tata Mutual Fund,Equity,Mid Cap,Opportunities,Moderately High,2,15.27,11.69,15.98,1.09,102.36,41.86,11.6,1000,10000,Niket Shah,Income,0.36528028933092227,0.2220379146919431,0.35283510318573424,0.41422594142259417,0.3762711864406779,0.00015356213144238442,37.63,1743
Sundaram High Yield Credit Risk Plan - Direct Plan - Growth,Sundaram Mutual Fund,Debt,Credit Risk,High Yield,Moderately High,3,2.59,9.92,9.9,1.19,207.83,4318.47,27.0,5000,5000,Ashish Kela,Index,0.13598553345388786,0.18009478672985782,0.23101582849128427,0.45606694560669453,0.8983050847457628,0.01726023957212526,37.63,1744
Mirae Asset International Fund of Funds Plan - Direct Plan - Growth,Mirae Asset Mutual Fund,Other,Fund of Funds,International,Moderate,3,7.17,12.45,10.61,0.81,252.98,2229.91,0.5,500,10000,Sohini Andani,Growth,0.21880650994575046,0.2400473933649289,0.245241434582248,0.29707112970711297,0.0,0.008905883613664558,37.63,1745
Parag Parikh Low Duration Short Duration Scheme - Regular Plan - Growth,Parag Parikh Mutual Fund,Debt,Short Duration,Low Duration,Low to Moderate,3,-1.28,6.11,7.26,0.7,132.74,1191.3,18.0,1500,500,S. Nagnath,Index,0.06600361663652803,0.08981042654028437,0.1781206171107994,0.2510460251046025,0.5932203389830509,0.004751385949236975,37.63,1746
Bandhan Corporate Bond Medium Duration Plan - Direct Plan - Growth,Bandhan Mutual Fund,Debt,Medium Duration,Corporate Bond,Moderate,3,4.82,7.46,9.24,0.62,354.62,8.37,11.2,1000,1000,Chandraprakash Padiyar,Income,0.1763110307414105,0.12180094786729859,0.21779202564616307,0.2175732217573222,0.3627118644067796,1.9600272051776074e-05,37.62,1747
Aditya Birla Sun Life Growth Mid Cap Plan - Regular Plan - IDCW,Aditya Birla Sun Life Mutual Fund,Equity,Mid Cap,Growth,Moderately High,4,9.96,16.45,14.6,1.8,282.96,62.22,14.0,1000,500,Vetri Subramaniam,GARP,0.2692585895117541,0.33483412322274875,0.3251853336004808,0.7112970711297071,0.4576271186440678,0.00023500326184527443,37.61,1748
Bank of India Money Market Short Duration Plan - Regular Plan - Growth,Bank of India Mutual Fund,Debt,Short Duration,Money Market,Low to Moderate,2,8.33,4.51,3.48,0.36,305.39,43.41,7.6,1000,25000,Mahesh Patil,Income,0.23978300180831824,0.0518957345971564,0.10238429172510517,0.10878661087866107,0.2406779661016949,0.0001597622174995789,37.59,1749
Bank of India Education Children's Fund Scheme - Direct Plan - Growth,Bank of India Mutual Fund,Solution Oriented,Children's Fund,Education,Moderate,3,11.29,11.94,7.71,1.14,658.44,531.53,7.7,5000,5000,Swarup Mohanty,Value,0.29330922242314644,0.22796208530805687,0.18713684632338207,0.43514644351464427,0.24406779661016947,0.002112269318298138,37.59,1750
Kotak Mahindra Corporate Bond Medium Duration Scheme - Direct Plan - IDCW,Kotak Mahindra Mutual Fund,Debt,Medium Duration,Corporate Bond,Moderate,4,7.7,7.82,11.97,0.64,364.61,428.86,1.7,1500,10000,Vetri Subramaniam,Growth,0.22839059674502715,0.13033175355450238,0.27249048286916444,0.22594142259414224,0.04067796610169491,0.0017015836179806176,37.58,1751
Franklin Templeton Pension Retirement Scheme - Regular Plan - Growth,Franklin Templeton Mutual Fund,Solution Oriented,Retirement,Pension,Moderately High,2,12.69,10.19,6.85,0.88,508.15,486.32,11.9,2500,5000,Neelesh Surana,Active,0.318625678119349,0.18649289099526065,0.16990583049489077,0.3263598326359832,0.3864406779661017,0.001931426808204098,37.58,1752
Invesco Low Duration Short Duration Scheme - Direct Plan - IDCW,Invesco Mutual Fund,Debt,Short Duration,Low Duration,Low,2,-2.72,4.02,7.83,0.25,567.79,811.63,11.4,500,1000,Vinay Sharma,Passive,0.0399638336347197,0.04028436018957345,0.1895411741134041,0.06276150627615062,0.3694915254237288,0.0032326848696659907,37.58,1753
HSBC Overnight Liquid Plan - Regular Plan - IDCW,HSBC Mutual Fund,Debt,Liquid,Overnight,Low,1,2.59,3.43,3.76,0.2,221.24,1749.13,11.6,2000,500,Ajay Tyagi,Blend,0.13598553345388786,0.026303317535545025,0.10799438990182327,0.04184100418410042,0.3762711864406779,0.006982736920388455,37.55,1754
Mahindra Manulife Low Duration Short Duration Scheme - Direct Plan - Growth,Mahindra Manulife Mutual Fund,Debt,Short Duration,Low Duration,Low,3,4.65,6.3,11.21,0.73,601.67,44.71,6.0,1000,10000,Swarup Mohanty,Active,0.17323688969258588,0.09431279620853081,0.2572630735323582,0.2635983263598326,0.1864406779661017,0.00016496228967658073,37.54,1755
Invesco Equity Arbitrage Arbitrage Fund - Regular Plan - Growth,Invesco Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,2,4.71,7.05,12.02,0.55,27.38,283.31,4.1,500,10000,Sailesh Raj Bhan,Passive,0.17432188065099458,0.11208530805687203,0.273492286115007,0.1882845188284519,0.12203389830508472,0.0011193755369324526,37.51,1756
PGIM India Education Children's Fund Scheme - Regular Plan - IDCW,PGIM India Mutual Fund,Solution Oriented,Children's Fund,Education,Moderate,2,6.28,9.11,6.38,0.79,62.98,808.05,15.8,1500,5000,Pranav Gokhale,Blend,0.20271247739602172,0.16090047393364929,0.1604888799839711,0.28870292887029286,0.5186440677966102,0.003218364670901632,37.49,1757
Parag Parikh Ultra Short Liquid Fund - Regular Plan - IDCW,Parag Parikh Mutual Fund,Debt,Liquid,Ultra Short,Low,1,9.91,4.11,1.94,0.37,541.98,1111.19,7.0,500,500,Anish Tawakley,Passive,0.2683544303797468,0.04241706161137442,0.07152875175315566,0.11297071129707112,0.22033898305084745,0.004430941501468041,37.48,1758
